id,count
1890,99.905
1896,183.585
1897,173.69
1898,157.775
1900,88.16
1905,46.66
1908,108.215
1909,100.2225
1913,60.065
1918,125.195
1922,326.315
1923,141.035
1925,285.515
1926,158.475
1927,300.195
1930,189.835
1935,98.465
1939,105.17
1942,92.155
1943,194.445
1948,250.29
1949,279.54
1951,110.96
1953,92.29
1959,160.835
1963,13.07
1967,139.28
1973,279.955
1975,27.56
1976,92.51
1990,93.945
1993,116.865
1997,224.015
1999,145.155
2001,298.93
2004,94.31
2010,104.12
2013,145.075
2017,315.09
2021,149.155
2023,214.875
2026,148.615
2037,39.5
2039,237.1
2041,15.3625
2046,18.305
2050,13.3
2060,226.905
2067,108.99
2069,142.855
2072,252.715
2074,174.25
2079,114.585
2083,27.515
2085,233.935
2087,17.435
2093,140.965
2094,35.96
2097,46.66
2103,96.645
2104,63.07
2107,208.485
2108,21.8
2110,80.42
2115,250.855
2117,33.54
2125,328.255
2127,220.735
2133,14.245
2134,383.78
2135,138.665
2141,225.955
2143,43.08
2145,83.845
2146,29.76
2147,297.695
2148,66.08
2149,51.245
2165,124.595
2166,184.385
2177,225.25
